0.36,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825
"973,730.00","959,370.00","989,110.00","992,490.00","993,370.00","995,430.00","999,130.00","995,220.00","994,790.00","993,520.00","991,000.00","990,260.00","989,270.00","988,900.00","989,170.00","989,410.00","989,140.00","989,810.00","989,940.00","989,310.00"
"973,510.00","959,680.00","988,990.00","992,500.00","993,350.00","995,340.00","999,010.00","995,220.00","994,760.00","993,770.00","990,840.00","990,220.00","989,200.00","989,100.00","988,960.00","989,270.00","989,330.00","989,660.00","989,910.00","989,290.00"
"972,110.00","959,360.00","988,830.00","992,330.00","993,510.00","995,300.00","998,750.00","995,020.00","994,800.00","993,600.00","990,960.00","990,150.00","989,400.00","989,130.00","989,280.00","989,180.00","989,270.00","989,640.00","989,810.00","989,530.00"
"972,030.00","959,400.00","989,150.00","992,580.00","993,540.00","995,250.00","998,670.00","995,140.00","994,980.00","993,770.00","990,700.00","990,290.00","989,170.00","989,210.00","989,420.00","989,340.00","989,320.00","989,580.00","989,780.00","989,400.00"
"970,290.00","959,640.00","989,090.00","992,710.00","993,570.00","995,290.00","998,990.00","995,250.00","994,870.00","993,540.00","990,660.00","990,070.00","989,200.00","989,110.00","989,230.00","989,290.00","989,470.00","989,700.00","989,680.00","989,300.00"
"968,460.00","959,310.00","989,090.00","992,480.00","993,570.00","995,360.00","998,880.00","995,140.00","994,880.00","993,770.00","990,920.00","990,030.00","989,190.00","988,750.00","988,960.00","989,530.00","989,050.00","989,960.00","989,640.00","989,550.00"
"968,170.00","959,090.00","989,060.00","992,500.00","993,570.00","995,240.00","998,810.00","995,180.00","994,830.00","993,720.00","990,830.00","990,040.00","988,940.00","988,980.00","989,120.00","989,520.00","989,060.00","989,790.00","989,960.00","989,600.00"
"967,970.00","959,360.00","989,030.00","992,470.00","993,470.00","995,370.00","998,910.00","995,200.00","994,700.00","994,040.00","990,890.00","990,490.00","989,410.00","988,890.00","989,210.00","989,430.00","989,390.00","989,860.00","989,710.00","989,610.00"
"968,110.00","959,050.00","988,950.00","992,940.00","993,610.00","995,350.00","998,760.00","995,220.00","994,860.00","993,430.00","990,900.00","990,130.00","989,410.00","988,900.00","989,000.00","989,550.00","988,980.00","989,850.00","989,820.00","989,370.00"
"968,430.00","959,040.00","988,880.00","992,730.00","993,790.00","995,260.00","998,730.00","995,090.00","994,580.00","993,620.00","990,780.00","990,150.00","989,060.00","989,130.00","989,240.00","989,450.00","989,170.00","989,870.00","990,030.00","989,360.00"
